CES0000000001,129687
CES0500000001,107205
CES0600000001,17794
CES0700000001,111893
CES0800000001,89411
CES1000000001,663
CES1011330001,48.7
CES1021000001,614.1
CES1021100001,155.3
CES1021200001,199.5
CES1021210001,77.7
CES1021211101,34.6
CES1021211301,43.1
CES1021220001,34.0
CES1021230001,87.8
CES1021231001,40.7
CES1021231201,22.1
CES1021231901,18.7
CES1021232001,36.2
CES1021232101,26.3
CES1021239001,10.9
CES1021300001,259.3
CES1021311201,184.4
CES2000000001,5654
CES2023600001,1262.8
CES2023610001,596.2
CES2023611501,313.0
CES2023611601,22.5
CES2023611701,24.7
CES2023611801,236.0
CES2023620001,666.6
CES2023621001,154.2
CES2023622001,512.3
CES2023700001,809.7
CES2023710001,378.6
CES2023711001,153.7
CES2023712001,92.0
CES2023713001,132.1
CES2023720001,54.8
CES2023730001,283.0
CES2023790001,92.2
CES2023800001,3581.4
CES2023800101,1522.1
CES2023800201,2059.3
CES2023810001,720.0
CES2023811001,152.6
CES2023812001,69.0
CES2023813001,63.1
CES2023814001,140.1
CES2023815001,54.1
CES2023816001,170.7
CES2023817001,32.5
CES2023819001,39.8
CES2023820001,1671.8
CES2023821001,740.3
CES2023822001,809.0
CES2023829001,120.6
CES2023830001,665.9
CES2023831001,207.9
CES2023832001,169.5
CES2023833001,61.8
CES2023834001,44.9
CES2023835001,114.0
CES2023839001,63.9
CES2023890001,526.3
CES2023891001,272.5
CES2023899001,255.4
CES3000000001,11477
CES3100000001,7001
CES3132100001,345.7
CES3132110001,80.3
CES3132120001,65.0
CES3132121201,28.4
CES3132121401,36.8
CES3132190001,200.2
CES3132191001,95.5
CES3132191101,46.8
CES3132191801,48.6
CES3132192001,49.2
CES3132199001,55.5
CES3132700001,376.1
CES3132710001,42.1
CES3132720001,80.2
CES3132721201,26.4
CES3132721501,53.9
CES3132730001,173.5
CES3132732001,87.1
CES3132739001,85.9
CES3132790001,80.3
CES3133100001,347.2
CES3133110001,83.3
CES3133120001,48.8
CES3133130001,53.6
CES3133140001,56.7
CES3133150001,104.9
CES3133151001,60.1
CES3133151101,36.3
CES3133152001,44.7
CES3133200001,1258.6
CES3133210001,83.7
CES3133220001,40.2
CES3133230001,325.1
CES3133231001,149.3
CES3133231201,81.0
CES3133231301,68.2
CES3133232001,175.5
CES3133232101,52.5
CES3133232201,90.0
CES3133232301,33.1
CES3133240001,84.2
CES3133250001,23.5
CES3133260001,41.3
CES3133270001,298.3
CES3133271001,231.1
CES3133272001,67.3
CES3133272101,32.9
CES3133272201,34.2
CES3133280001,118.8
CES3133281201,62.3
CES3133281301,56.4
CES3133290001,243.5
CES3133291001,79.5
CES3133291201,31.1
CES3133291901,48.5
CES3133299001,163.8
CES3133299101,26.6
CES3133299401,42.5
CES3133299901,94.6
CES3133300001,976.6
CES3133310001,199.8
CES3133311001,69.9
CES3133311101,53.1
CES3133312001,60.5
CES3133313001,69.5
CES3133320001,96.4
CES3133330001,94.1
CES3133340001,123.4
CES3133341501,82.0
CES3133350001,151.9
CES3133351101,30.8
CES3133351401,57.1
CES3133351701,33.0
CES3133351901,31.0
CES3133360001,89.9
CES3133390001,221.3
CES3133391001,46.7
CES3133392001,60.3
CES3133399001,114.1
CES3133400001,1096.3
CES3133410001,159.3
CES3133411101,88.8
CES3133411201,20.6
CES3133411801,50.0
CES3133420001,116.5
CES3133421001,27.0
CES3133422001,66.8
CES3133430001,20.7
CES3133440001,364.2
CES3133441201,37.3
CES3133441301,179.1
CES3133441801,48.9
CES3133441901,99.1
CES3133450001,409.5
CES3133451001,59.2
CES3133451101,149.4
CES3133451301,55.1
CES3133451501,41.2
CES3133451901,104.5
CES3133460001,26.1
CES3133500001,354.4
CES3133510001,46.5
CES3133520001,57.5
CES3133530001,135.4
CES3133531101,24.1
CES3133531201,39.0
CES3133531301,28.1
CES3133531401,44.2
CES3133590001,114.9
CES3133591001,23.5
CES3133593001,40.8
CES3133599001,50.7
CES3133600001,1313.6
CES3133600101,653.3
CES3133610001,144.8
CES3133611001,122.4
CES3133611101,88.1
CES3133611201,32.9
CES3133612001,23.7
CES3133620001,105.1
CES3133621101,49.3
CES3133621401,55.8
CES3133630001,404.3
CES3133631001,46.2
CES3133632001,50.8
CES3133633001,26.2
CES3133634001,22.3
CES3133635001,52.4
CES3133636001,41.1
CES3133637001,54.6
CES3133639001,111.1
CES3133640001,478.0
CES3133641101,230.2
CES3133641201,75.2
CES3133641301,95.5
CES3133641901,76.9
CES3133660001,126.7
CES3133661101,98.6
CES3133661201,28.3
CES3133690001,54.5
CES3133700001,363.1
CES3133710001,228.7
CES3133711001,103.9
CES3133712001,125.1
CES3133712101,51.3
CES3133712201,39.2
CES3133712701,34.2
CES3133720001,97.5
CES3133721201,32.6
CES3133721401,20.6
CES3133721501,44.4
CES3133790001,36.9
CES3133900001,569.5
CES3133910001,302.3
CES3133911201,114.7
CES3133911301,97.1
CES3133911601,45.4
CES3133990001,267.3
CES3133991001,29.3
CES3133992001,41.8
CES3133995001,66.0
CES3133999001,129.9
CES3200000001,4476
CES3231100001,1453.3
CES3231110001,51.6
CES3231120001,59.0
CES3231122001,45.1
CES3231123001,13.9
CES3231130001,72.1
CES3231135001,41.7
CES3231140001,172.3
CES3231141001,86.5
CES3231141101,30.6
CES3231141201,56.1
CES3231142001,85.9
CES3231150001,131.3
CES3231151101,53.0
CES3231160001,492.9
CES3231161101,145.7
CES3231161301,118.9
CES3231161501,228.7
CES3231170001,38.5
CES3231180001,272.8
CES3231181001,201.8
CES3231181101,63.6
CES3231181301,138.1
CES3231183001,71.0
CES3231190001,162.8
CES3231191001,47.3
CES3231199001,115.5
CES3231300001,121.1
CES3231310001,28.8
CES3231320001,53.7
CES3231321001,27.7
CES3231330001,38.6
CES3231400001,120.3
CES3231410001,58.7
CES3231490001,61.7
CES3231491001,24.8
CES3231499001,37.0
CES3231500001,160.1
CES3231520001,127.0
CES3231521001,48.3
CES3231522001,29.1
CES3231528001,49.3
CES3231590001,32.5
CES3232200001,396.9
CES3232210001,113.2
CES3232212001,83.0
CES3232213001,30.3
CES3232220001,283.6
CES3232221001,147.3
CES3232221101,93.4
CES3232221901,54.1
CES3232222001,62.7
CES3232229001,73.6
CES3232300001,497.1
CES3232311001,462.5
CES3232311301,58.6
CES3232311701,403.7
CES3232312001,34.6
CES3232400001,111.5
CES3232411001,73.7
CES3232419001,38.2
CES3232500001,794.3
CES3232510001,142.4
CES3232513001,56.2
CES3232518001,40.6
CES3232519001,46.0
CES3232520001,88.8
CES3232521101,52.3
CES3232530001,36.7
CES3232540001,282.4
CES3232541201,215.3
CES3232541401,67.1
CES3232550001,56.2
CES3232551001,36.8
CES3232560001,102.9
CES3232561001,52.0
CES3232562001,51.1
CES3232590001,84.9
CES3232600001,611.2
CES3232610001,491.7
CES3232611001,79.9
CES3232611301,38.1
CES3232612001,44.7
CES3232615001,55.8
CES3232616001,47.5
CES3232619001,263.2
CES3232620001,119.5
CES3232621001,51.6
CES3232629001,68.1
CES3232900001,210.4
CES3232910001,166.0
CES3232911001,95.0
CES3232911101,75.1
CES3232914001,71.0
CES3232920001,17.0
CES3232930001,27.4
CES4000000001,24473
CES4142000001,5475.1
CES4142300001,2726.6
CES4142310001,308.5
CES4142311001,113.5
CES4142312001,148.8
CES4142320001,93.6
