CES0000000001,112311
CES0500000001,93202
CES0600000001,22413
CES0700000001,89898
CES0800000001,70789
CES1000000001,673
CES1011330001,82.9
CES1021000001,590.0
CES1021100001,167.0
CES1021200001,256.4
CES1021210001,104.7
CES1021211101,45.5
CES1021211301,59.2
CES1021220001,46.3
CES1021230001,105.0
CES1021231001,42.9
CES1021231201,24.7
CES1021231901,18.3
CES1021232001,43.1
CES1021232101,28.8
CES1021239001,19.1
CES1021300001,166.6
CES1021311201,104.7
CES2000000001,4925
CES2023600001,1267.5
CES2023610001,607.1
CES2023611501,382.8
CES2023611601,21.5
CES2023611701,21.2
CES2023611801,181.7
CES2023620001,660.4
CES2023621001,179.2
CES2023622001,481.2
CES2023700001,754.6
CES2023710001,295.8
CES2023711001,133.7
CES2023712001,64.8
CES2023713001,98.4
CES2023720001,78.4
CES2023730001,275.2
CES2023790001,102.3
CES2023800001,2903.1
CES2023800101,No Data Available 
CES2023800201,No Data Available 
CES2023810001,654.1
CES2023811001,133.1
CES2023812001,58.8
CES2023813001,68.0
CES2023814001,158.1
CES2023815001,33.8
CES2023816001,151.1
CES2023817001,27.2
CES2023819001,24.0
CES2023820001,1274.4
CES2023821001,609.3
CES2023822001,580.3
CES2023829001,84.8
CES2023830001,593.4
CES2023831001,221.4
CES2023832001,162.4
CES2023833001,50.7
CES2023834001,31.8
CES2023835001,74.5
CES2023839001,52.5
CES2023890001,381.3
CES2023891001,192.7
CES2023899001,188.6
CES3000000001,16815
CES3100000001,9950
CES3132100001,543.0
CES3132110001,136.3
CES3132120001,97.5
CES3132121201,48.5
CES3132121401,49.0
CES3132190001,308.5
CES3132191001,141.6
CES3132191101,62.1
CES3132191801,79.6
CES3132192001,58.6
CES3132199001,108.6
CES3132700001,495.5
CES3132710001,81.0
CES3132720001,143.3
CES3132721201,52.4
CES3132721501,90.9
CES3132730001,183.0
CES3132732001,92.4
CES3132739001,91.2
CES3132790001,87.8
CES3133100001,619.7
CES3133110001,156.6
CES3133120001,67.4
CES3133130001,96.9
CES3133140001,101.9
CES3133150001,197.1
CES3133151001,118.0
CES3133151101,80.5
CES3133152001,79.2
CES3133200001,1526.8
CES3133210001,125.9
CES3133220001,75.7
CES3133230001,335.7
CES3133231001,145.5
CES3133231201,71.9
CES3133231301,73.7
CES3133232001,190.2
CES3133232101,74.7
CES3133232201,85.3
CES3133232301,30.0
CES3133240001,105.4
CES3133250001,54.2
CES3133260001,78.6
CES3133270001,302.5
CES3133271001,208.2
CES3133272001,94.3
